col_A,col_B,col_C
zur Inhaltsübersicht,,
"Deutschlandatlas_GEM1224_b: Indikatoren auf Gemeindeebene, Gebietsstand zum 31.12.2024 ",,
GKZ1224,Gemeindename,"Indikatorkürzel: bev_dicht

Einwohner/-innen je km² im Jahr 2024"
9189129,Marquartstein,226.12
9189130,Nußdorf,145.16
9189133,Obing,101.51
9189134,Palling,66.03
9189135,Petting,75.2
9189137,Pittenhart,68.04
9189139,Reit im Winkl,30.45
9189140,Ruhpolding,45.81
9189141,Schleching,38.59
9189142,Schnaitsee,60.17
9189143,Seeon-Seebruck,93.68
9189145,Siegsdorf,145.86
9189146,Staudach-Egerndach,57.76
9189148,Surberg,137.71
9189149,Tacherting,112.32
9189150,Taching a.See,78.02
9189152,"Tittmoning, St",80.91
9189154,"Traunreut, St",452.26
9189155,"Traunstein, GKSt",429.83
9189157,"Trostberg, St",219.92
9189159,Übersee,164.2
9189160,Unterwössen,88.01
9189161,Vachendorf,176.2
9189162,"Waging a.See, M",143.41
9189165,Wonneberg,86.01
9189451,Chiemsee (See),-9999
9189452,Waginger See,-9999
9190111,Altenstadt,176.62
9190113,Antdorf,60.59
9190114,Bernbeuren,58.42
9190115,Bernried am Starnberger See,175.36
9190117,Böbing,47.01
9190118,Burggen,68.46
9190120,Eberfing,57.96
9190121,Eglfing,74.94
9190126,Habach,92.76
9190129,Hohenfurch,138.9
9190130,Hohenpeißenberg,188.17
9190131,Huglfing,118.31
9190132,Iffeldorf,99.42
9190133,Ingenried,64.33
9190135,Oberhausen,142.79
9190136,Obersöchering,64.48
9190138,Pähl,78.9
9190139,"Peißenberg, M",402.2
9190140,"Peiting, M",157.08
9190141,"Penzberg, St",661.8
9190142,Polling,124.42
9190143,Prem,59.2
9190144,Raisting,107.6
9190145,Rottenbuch,58.23
9190148,"Schongau, St",589.13
9190149,Schwabbruck,141.39
9190151,Schwabsoien,85.39
9190152,Seeshaupt,105.14
9190153,Sindelsdorf,68.91
9190154,Steingaden,46.11
9190157,"Weilheim i.OB, St",419.44
9190158,Wessobrunn,43.78
9190159,Wielenbach,103.73
9190160,Wildsteig,29.05
9261000,Landshut,1091.65
9262000,Passau,762.49
9263000,Straubing,724.99
9271111,Aholming,81.02
9271113,Auerbach,88.28
9271114,Außernzell,63.67
9271116,Bernried,119.96
9271118,Buchhofen,62.96
9271119,"Deggendorf, GKSt",454.29
9271122,Grafling,58.44
9271123,Grattersdorf,52.19
9271125,"Hengersberg, M",170.49
9271126,Hunding,79.21
9271127,Iggensbach,115.62
9271128,Künzing,80.72
9271130,Lalling,59.13
9271132,"Metten, M",358.83
9271135,Moos,73.89
9271138,Niederalteich,176.73
9271139,Oberpöring,69.06
9271140,Offenberg,140.32
9271141,"Osterhofen, St",110.47
9271143,Otzing,65
9271146,"Plattling, St",366.57
9271148,Schaufling,58.57
9271149,"Schöllnach, M",119.37
9271151,Stephansposching,71.44
9271152,Wallerfing,61.08
9271153,"Winzer, M",137.29
9272116,Eppenschlag,54.9
9272118,"Freyung, St",145.55
9272119,Fürsteneck,79.19
9272120,"Grafenau, St",128.71
9272121,Grainet,67.69
9272122,Haidmühle,66.62
9272126,Hinterschmiding,116.12
9272127,Hohenau,75.85
9272128,Innernzell,68.54
9272129,Jandelsbrunn,78.55
9272134,Mauth,69.81
9272136,Neureichenau,91.4
9272138,"Perlesreut, M",96.3
9272139,Philippsreut,60.47
9272140,Ringelai,115.46
9272141,"Röhrnbach, M",106.43
9272142,Saldenburg,70.83
9272143,Sankt Oswald-Riedlhütte,72.98
9272145,Schöfweg,68.19
9272146,Neuschönau,79.64
9272147,"Schönberg, M",119.85
9272149,Spiegelau,82.71
9272150,Thurmansbang,78.04
9272151,"Waldkirchen, St",141.93
9272152,Zenting,52.09
9272451,Annathaler Wald,-9999
9272452,Frauenberger u. Duschlberger Wald,-9999
9272453,Graineter Wald,-9999
9272455,Leopoldsreuter Wald,-9999
9272456,Mauther Forst,-9999
9272457,Philippsreuter Wald,-9999
9272458,Pleckensteiner Wald,-9999
9272459,Sankt Oswald,-9999
9272460,Schlichtenberger Wald,-9999
9272461,Schönbrunner Wald,-9999
9272463,Waldhäuserwald,-9999
9273111,"Abensberg, St",249.93
9273113,Aiglsbach,47.8
9273115,Attenhofen,46.44
9273116,"Bad Abbach, M",227.02
9273119,Biburg,98.66
9273121,"Essing, M",64.9
9273125,Hausen,65.92
9273127,Herrngiersdorf,56.32
9273133,Ihrlerstein,181.68
9273137,"Kelheim, St",170.27
9273139,Kirchdorf,56.64
9273141,"Langquaid, M",104.56
9273147,"Mainburg, St",248.15
9273152,"Neustadt a.d.Donau, St",158
9273159,"Painten, M",61.05
9273163,Elsendorf,65.19
9273164,"Riedenburg, St",60.72
9273165,"Rohr i.NB, M",64.8
9273166,Saal a.d.Donau,129.18
9273172,"Siegenburg, M",149.43
9273175,Teugn,101.41
9273177,Train,192.81
9273178,Volkenschwand,59.87
9273181,Wildenberg,78.3
9273451,Dürnbucher Forst,-9999
9273452,Frauenforst,-9999
9273453,Hacklberg,-9999
9274111,Adlkofen,94.38
9274112,Aham,51.33
9274113,"Altdorf, M",491.52
9274114,Altfraunhofen,105.35
9274118,Baierbach,43.68
9274119,Bayerbach b.Ergoldsbach,78.43
9274120,Bodenkirchen,84.88
9274121,Buch a.Erlbach,147.04
9274124,Eching,141.14
9274126,"Ergolding, M",358.53
9274127,"Ergoldsbach, M",149.02
9274128,"Essenbach, M",143.52
9274132,Furth,173.19
9274134,"Geisenhausen, M",116.45
9274135,Gerzen,110.34
9274141,Hohenthann,62.57
9274145,Kröning,51.82
9274146,Kumhausen,149.51
9274153,Neufahrn i.NB,109.98
9274154,Neufraunhofen,58.61
9274156,Niederaichbach,123.9
9274165,Obersüßbach,70.54
9274172,"Pfeffenhausen, M",75.82
9274174,Postau,48.71
9274176,"Rottenburg a.d.Laaber, St",94.17
9274179,Schalkham,40.45
9274182,Tiefenbach,160.34
9274183,"Velden, M",131.32
9274184,"Vilsbiburg, St",177.76
9274185,Vilsheim,125.64
9274187,Weihmichl,75.1
9274188,Weng,87.9
9274191,Wörth a.d.Isar,664.05
9274193,Wurmsham,48.1
9274194,Bruckberg,111.57
9275111,Aicha vorm Wald,121.57
9275112,"Aidenbach, M",175.73
9275114,Aldersbach,94.1
9275116,Bad Füssing,144.95
9275117,Beutelsbach,59.59
9275118,Breitenberg,66.09
9275119,Büchlberg,155.44
9275120,"Eging a.See, M",176.16
9275121,Fürstenstein,180.93
9275122,"Fürstenzell, M",107.93
9275124,"Bad Griesbach i.Rottal, St",127.65
9275125,Haarbach,51.48
9275126,"Hauzenberg, St",144.52
9275127,"Hofkirchen, M",108.07
9275128,"Hutthurm, M",170.22
9275130,Kirchham,149.59
9275131,"Kößlarn, M",73.27
9275132,Malching,48.69
9275133,Neuburg a.Inn,107.69
9275134,Neuhaus a.Inn,110.04
9275135,Neukirchen vorm Wald,123.29
9275137,"Obernzell, M",199.78
9275138,"Ortenburg, M",120.68
9275141,"Pocking, St",238.37
9275143,"Rotthalmünster, M",104.96
9275144,Ruderting,236.34
9275145,"Ruhstorf a.d.Rott, M",138.26
9275146,Salzweg,204.54
9275148,Sonnen,87.44
9275149,Tettenweis,65.02
9275150,Thyrnau,123.04
9275151,Tiefenbach,133.78
9275152,"Tittling, M",201.97
9275153,"Untergriesbach, M",82.01
9275154,"Vilshofen an der Donau, St",209.57
9275156,"Wegscheid, M",66.89
9275159,"Windorf, M",87.96
9275160,Witzmannsberg,82.6
9276111,Achslach,32.26
9276113,Arnbruck,53.63
9276115,Bayerisch Eisenstein,20.39
9276116,Bischofsmais,71.97
9276117,"Bodenmais, M",80.41
9276118,Böbrach,56.77
9276120,Drachselsried,56.91
9276121,Frauenau,44.24
9276122,Geiersthal,99.6
9276123,Gotteszell,124.51
9276126,Kirchberg i.Wald,90.02
9276127,Kirchdorf i.Wald,66.35
9276128,Kollnburg,45.93
9276129,Langdorf,53.45
9276130,Lindberg,20.76
9276134,Patersdorf,101
9276135,Prackenbach,68.84
9276138,"Regen, St",169.14
9276139,Rinchnach,77.37
9276142,"Ruhmannsfelden, M",348.79
9276143,"Teisnach, M",116.41
9276144,"Viechtach, St",133.84
9276146,Zachenberg,75.37
9276148,"Zwiesel, St",220.09
9277111,"Arnstorf, M",80.81
9277112,Bayerbach,86.16
9277113,"Bad Birnbach, M",84.75
9277114,Dietersburg,54.24
9277116,"Eggenfelden, St",321.78
9277117,Egglham,61.42
9277118,Ering,46.49
9277119,Falkenberg,58.95
9277121,"Gangkofen, M",56.65
9277122,Geratskirchen,66.61
9277124,Hebertsfelden,72.81
9277126,Johanniskirchen,57.26
9277127,Julbach,202.48
9277128,Kirchdorf a.Inn,168.81
9277131,Malgersdorf,105.49
9277133,"Massing, M",112.53
9277134,Mitterskirchen,88.19
9277138,"Pfarrkirchen, St",243.82
9277139,Postmünster,55.61
9277140,Reut,53.14
9277141,Rimbach,41.14
9277142,Roßbach,60.64
9277144,Schönau,51.48
9277145,"Simbach a.Inn, St",216.8
9277147,Stubenberg,79.05
9277148,"Tann, M",101.57
9277149,"Triftern, M",87.21
9277151,Unterdietfurt,81.84
9277152,Wittibreut,50.63
9277153,"Wurmannsquick, M",68.37
9277154,Zeilarn,73.7
9278112,Aholfing,88.93
9278113,Aiterhofen,82.69
9278116,Ascha,81.43
9278117,Atting,112.13
9278118,"Bogen, St",210.15
9278120,Falkenfels,88.69
9278121,Feldkirchen,88.22
9278123,"Geiselhöring, St",69.86
9278129,Haibach,62.92
9278134,Haselbach,101.74
9278139,Hunderdorf,145.86
9278140,Irlbach,70.96
9278141,Kirchroth,92.43
9278143,Konzell,68.71
9278144,Laberweinting,46.39
9278146,Leiblfing,55.46
9278147,Loitzendorf,52.78
9278148,"Mallersdorf-Pfaffenberg, M",92.64
9278149,Mariaposching,71.49
9278151,"Mitterfels, M",194.09
9278154,Neukirchen,75.21
9278159,Niederwinkling,114.23
9278167,Oberschneiding,54.14
9278170,Parkstetten,170.41
9278171,Perasdorf,32.79
9278172,Perkam,112.79
9278177,Rain,207.77
9278178,Rattenberg,55.29
9278179,Rattiszell,68.11
9278182,Salching,124.64
9278184,Sankt Englmar,49.54
9278187,"Schwarzach, M",88.47
9278189,Stallwang,69.01
9278190,Steinach,146.44
9278192,Straßkirchen,90.86
9278197,Wiesenfelden,50.03
9278198,Windberg,128.36
9279112,"Dingolfing, St",471.57
9279113,"Eichendorf, M",67.74
9279115,"Frontenhausen, M",158.43
9279116,Gottfrieding,97.15
9279122,"Landau a.d.Isar, St",175.37
9279124,Loiching,98.07
9279125,Mamming,81.75
9279126,Marklkofen,93.64
9279127,Mengkofen,71.65
9279128,Moosthenning,75.14
9279130,Niederviehbach,90.85
9279132,"Pilsting, M",100.53
9279134,"Reisbach, M",81.95
9279135,"Simbach, M",81.99
9279137,"Wallersdorf, M",101.83
9361000,Amberg,848.68
9362000,Regensburg,1872.24
9363000,Weiden i.d.OPf.,601.45
9371111,Ammerthal,251.97
9371113,"Auerbach i.d.OPf., St",113.03
9371116,Birgland,29.28
9371118,Ebermannsdorf,52.96
9371119,Edelsfeld,56.81
9371120,Ensdorf,38.5
9371121,"Freihung, M",54.91
9371122,Freudenberg,49.54
9371123,Gebenbach,46.99
9371126,"Hahnbach, M",74.01
9371127,"Hirschau, St",76.39
9371128,Hirschbach,38.17
9371129,"Hohenburg, M",43.48
9371131,Illschwang,38.99
9371132,"Kastl, M",39.3
9371135,"Königstein, M",49.05
9371136,Kümmersbruck,207.82
9371140,Etzelwang,63.98
9371141,Neukirchen b.Sulzbach-Rosenberg,54.94
9371144,Poppenricht,290.16
9371146,"Rieden, M",81.73
9371148,"Schmidmühlen, M",91.78
9371150,"Schnaittenbach, St",67.88
9371151,"Sulzbach-Rosenberg, St",364.82
9371154,Ursensollen,51.02
9371156,"Vilseck, St",98.64
9371157,Weigendorf,98.89
9371452,Eichen,-9999
9372112,Arnschwang,70.8
9372113,Arrach,80.32
9372115,Blaibach,111.1
9372116,"Cham, St",216.05
9372117,Chamerau,106.75
9372124,"Eschlkam, M",54.81
9372125,"Falkenstein, M",74.73
9372126,"Furth im Wald, St",129.12
9372128,Gleißenberg,51.76
9372130,Grafenwiesen,151.42
9372135,Hohenwarth,78.03
9372137,"Bad Kötzting, St",120.58
9372138,"Lam, M",77.47
9372142,Michelsneukirchen,52.76
9372143,Miltach,90.49
9372144,"Neukirchen b.Hl.Blut, M",60.82
9372146,Pemfling,48.52
9372147,Pösing,110.84
9372149,Reichenbach,122.89
9372150,Rettenbach,65.95
9372151,Rimbach,72.61
9372153,"Roding, St",110
9372154,"Rötz, St",48.84
9372155,Runding,106.69
9372157,Schönthal,44.64
9372158,Schorndorf,78.65
9372161,"Stamsried, M",51.66
9372163,Tiefenbach,40.82
9372164,Traitsching,93.33
9372165,Treffelstein,46.93
9372167,Zell,55.66
9372168,Waffenbrunn,80.21
9372169,Wald,79.15
9372170,Walderbach,66.18
9372171,"Waldmünchen, St",64.89
9372174,Weiding,86.05
9372175,Willmering,196.12
9372177,Zandt,95.14
9372178,Lohberg,30.84
9373112,"Berching, St",68.67
9373113,Berg b.Neumarkt i.d.OPf.,123.59
9373114,Berngau,97.86
9373115,"Breitenbrunn, M",52.3
9373119,Deining,75.54
9373121,"Dietfurt a.d.Altmühl, St",81.39
9373126,"Freystadt, St",113.59
9373134,"Hohenfels, M",16.69
9373140,"Lauterhofen, M",45.1
9373143,"Lupburg, M",84.08
9373146,Mühlhausen,142
9373147,"Neumarkt i.d.OPf., GKSt",520.23
9373151,"Parsberg, St",136.39
9373153,Pilsach,60.02
9373155,"Postbauer-Heng, M",320.97
9373156,"Pyrbaum, M",116.76
9373159,Sengenthal,146.83
9373160,Seubersdorf i.d.OPf.,77.55
9373167,"Velburg, St",30.88
9374111,Altenstadt a.d.Waldnaab,212.47
9374117,"Eschenbach i.d.OPf., St",122.63
9374118,"Eslarn, M",48.93
9374119,Etzenricht,113.7
9374121,"Floß, M",64.24
9374122,Flossenbürg,64.29
9374123,Georgenberg,34.56
9374124,"Grafenwöhr, St",29.42
9374127,Irchenrieth,318.03
9374128,Kirchendemenreuth,23.07
9374129,"Kirchenthumbach, M",45.84
9374131,"Kohlberg, M",35.5
9374132,"Leuchtenberg, M",37.02
9374133,"Luhe-Wildenau, M",88.44
9374134,"Mantel, M",168.17
9374137,"Moosbach, M",38.46
9374139,"Neustadt a.d.Waldnaab, St",609.97
9374140,"Neustadt am Kulm, St",57.14
9374144,"Parkstein, M",77.14
9374146,Pirk,73.98
9374147,"Pleystein, St",55.85
9374148,Trabitz,50.82
9374149,"Pressath, St",63.57
9374150,Püchersreuth,67.47
9374154,Schirmitz,426.96
9374155,Schlammersdorf,42.79
9374156,Schwarzenbach,95.55
9374157,Speinshart,47.08
9374158,Störnstein,141.61
9374159,"Tännesberg, M",31.77
9374160,Theisseil,56.01
9374162,"Vohenstrauß, St",101.13
9374163,Vorbach,78.36
9374164,"Waidhaus, M",56.83
9374165,"Waldthurn, M",61.96
9374166,Weiherhammer,96.35
9374168,"Windischeschenbach, St",136.93
9374170,Bechtsrieth,224.01
9374452,Manteler Forst,-9999
9374458,Speinsharter Forst,-9999
9375113,Alteglofsheim,239.86
9375114,Altenthann,70.53
9375115,Aufhausen,71.58
9375116,Bach a.d.Donau,131.34
9375117,Barbing,192.04
9375118,"Beratzhausen, M",77.15
9375119,Bernhardswald,74.74
9375120,Brennberg,68.22
9375122,Brunn,102.98
9375127,Deuerling,274.68
9375130,"Donaustauf, M",448.25
9375131,Duggendorf,67.09
9375143,Hagelstadt,97.4
9375148,"Hemau, St",76.9
9375153,Holzheim a.Forst,68.82
9375156,"Kallmünz, M",65.08
9375161,Köfering,538.19
9375162,"Laaber, M",178.35
9375165,"Lappersdorf, M",388.96
9375170,Mintraching,93.17
9375171,Mötzing,38.93
9375174,"Neutraubling, St",1458.87
9375175,"Nittendorf, M",266.67
9375179,Obertraubling,353
9375180,Pentling,194.89
9375181,Pettendorf,139.93
9375182,Pfakofen,105.69
9375183,Pfatter,64.76
9375184,Pielenhofen,114.39
9375190,"Regenstauf, M",157.27
9375191,Riekofen,34.57
9375196,"Schierling, M",108.43
9375199,Sinzing,166.52
9375201,Sünching,115.81
9375204,Tegernheim,487.31
9375205,Thalmassing,96.55
9375208,Wenzenbach,293.37
9375209,Wiesent,99.03
9375210,"Wörth a.d.Donau, St",99.44
9375211,Wolfsegg,98.76
9375213,Zeitlarn,338.9
9375451,Forstmühler Forst,-9999
9375452,Kreuther Forst,-9999
9376112,Altendorf,38.07
9376116,Bodenwöhr,77.81
9376117,"Bruck i.d.OPf., M",79.43
9376119,"Burglengenfeld, St",156.22
9376122,Dieterskirchen,41.22
9376125,Fensterbach,89.01
9376131,Gleiritsch,57.5
9376133,Guteneck,22.87
9376141,"Maxhütte-Haidhof, St",347.45
9376144,"Nabburg, St",100.64
9376146,"Neukirchen-Balbini, M",23.46
9376147,"Neunburg vorm Wald, St",73.48
9376148,Niedermurach,41.94
9376149,"Nittenau, St",92.63
9376150,"Wernberg-Köblitz, M",83.17
9376151,"Oberviechtach, St",78.58
9376153,"Pfreimd, St",96.02
9376159,Schmidgaden,75.24
9376160,"Schönsee, St",45.13
9376161,"Schwandorf, GKSt",241.33
9376162,Schwarzach b.Nabburg,49.56
9376163,"Schwarzenfeld, M",163.3
9376164,"Schwarzhofen, M",37.88
9376167,Stadlern,51.56
9376168,Steinberg am See,96.39
9376169,Stulln,108.44
9376170,"Teublitz, St",210.83
9376171,Teunz,60.23
9376172,Thanstein,34.46
9376173,Trausnitz,50.88
9376175,Wackersdorf,159.83
9376176,Weiding,20.55
9376178,"Winklarn, M",40.55
9376455,Wolferlohe,-9999
9377112,"Bärnau, St",40.41
9377113,Brand,110.8
9377115,Ebnath,116.12
9377116,"Erbendorf, St",75.41
9377117,"Falkenberg, M",23.43
9377118,Friedenfels,72.17
9377119,"Fuchsmühl, M",103.64
9377127,Immenreuth,72.98
9377128,Kastl,60.15
9377129,"Kemnath, St",103.26
9377131,"Konnersreuth, M",74.19
9377132,Krummennaab,82.41
9377133,Kulmain,63.14
9377137,Leonberg,20.45
9377139,"Mähring, M",24.48
9377141,"Mitterteich, St",167.7
9377142,"Bad Neualbenreuth, M",28.17
9377143,Neusorg,109.31
9377145,Pechbrunn,48.64
9377146,"Plößberg, M",42.57
9377148,Pullenreuth,35.78
9377149,Reuth b.Erbendorf,64.1
9377154,"Tirschenreuth, St",81.92
9377157,"Waldershof, St",71.48
9377158,"Waldsassen, St",100.87
9377159,"Wiesau, M",91.69
9461000,Bamberg,1412.49
9462000,Bayreuth,1090.45
9463000,Coburg,850.36
9464000,Hof,806.24
9471111,Altendorf,248.28
9471115,"Baunach, St",127.85
9471117,Bischberg,345.07
9471119,Breitengüßbach,265.78
9471120,"Burgebrach, M",81.39
9471122,"Burgwindheim, M",34.46
9471123,"Buttenheim, M",123.68
9471128,"Ebrach, M",57.13
9471131,Frensdorf,117.59
9471133,Gerach,133.8
9471137,Gundelsheim,941.38
9471140,"Hallstadt, St",601.44
9471142,"Heiligenstadt i.OFr., M",47.14
9471145,"Hirschaid, M",303.37
9471150,Kemmern,300.97
9471151,Königsfeld,29.48
9471152,Lauter,95.81
9471154,Lisberg,205.98
9471155,Litzendorf,242.52
9471159,Memmelsdorf,337.58
9471165,Oberhaid,167.91
9471169,Pettstadt,226.52
9471172,Pommersfelden,86.92
9471173,Priesendorf,175.72
9471174,"Rattelsdorf, M",115.06
9471175,Reckendorf,150.23
9471185,"Scheßlitz, St",75.14
9471186,Schönbrunn i.Steigerwald,76.15
9471189,Stadelhofen,30.34
9471191,Stegaurach,287.59
9471195,Strullendorf,247.02
9471207,Viereth-Trunstadt,229.14
9471208,Walsdorf,162.5
9471209,Wattendorf,28.42
9471214,"Zapfendorf, M",161.17
9471220,"Schlüsselfeld, St",84.45
9471452,Ebracher Forst,-9999
9471453,Eichwald,-9999
9471454,Geisberger Forst,-9999
9471455,Hauptsmoor,-9999
9471456,Koppenwinder Forst,-9999
9471457,Lindach,-9999
9471459,Semberg,-9999
9471460,Steinachsrangen,-9999
9471461,Winkelhofer Forst,-9999
9471462,Zückshuter Forst,-9999
9472111,Ahorntal,50.15
9472115,Aufseß,42.96
9472116,"Bad Berneck i.Fichtelgebirge, St",114.3
9472118,"Betzenstein, St",48.05
9472119,Bindlach,190.32
9472121,Bischofsgrün,231.11
9472127,"Creußen, St",75.75
9472131,Eckersdorf,139.73
9472133,Emtmannsberg,44.69
9472138,Fichtelberg,347.87
9472139,"Gefrees, St",84.26
9472140,Gesees,119.94
9472141,Glashütten,363.74
9472143,"Goldkronach, St",112.48
9472146,Haag,59.53
9472150,Heinersreuth,252.22
9472154,"Hollfeld, St",59.31
9472155,Hummeltal,112.37
9472156,Kirchenpingarten,37.09
9472164,Mehlmeisel,95.84
9472166,Mistelbach,245.1
9472167,Mistelgau,90.14
9472175,"Pegnitz, St",136.68
9472176,Plankenfels,60
9472177,"Plech, M",88.29
9472179,"Pottenstein, St",70.81
9472180,Prebitz,44
9472184,"Schnabelwaid, M",42.29
9472188,Seybothenreuth,73.38
9472190,Speichersdorf,110.38
9472197,"Waischenfeld, St",51.6
9472198,Warmensteinach,66.51
9472199,"Weidenberg, M",85.11
9472451,Bischofsgrüner Forst,-9999
9472453,Fichtelberg,-9999
9472454,Forst Neustädtlein a.Forst,-9999
9472456,Glashüttener Forst,-9999
9472458,Heinersreuther Forst,-9999
9472463,Neubauer Forst-Nord,-9999
9472464,Prüll,-9999
9472468,Veldensteinerforst,-9999
9472469,Waidacher Forst,-9999
9472470,Warmensteinacher Forst-Nord,-9999
9473112,Ahorn,204.08
9473120,Dörfles-Esbach,926.63
9473121,Ebersdorf b.Coburg,232.13
9473132,Großheirath,114.68
9473134,Grub a.Forst,214.29
9473138,Itzgrund,69.98
9473141,Lautertal,145.11
9473144,Meeder,47.47
9473151,"Neustadt b.Coburg, GKSt",239.52
9473153,Niederfüllbach,559.85
9473158,"Bad Rodach, St",79.58
9473159,"Rödental, St",249.29
9473165,"Seßlach, St",52.52
9473166,Sonnefeld,127.7
9473170,Untersiemau,200.88
9473174,Weidhausen b.Coburg,325.49
9473175,Weitramsdorf,149.23
9473452,Callenberger Forst-West,-9999
9473453,Gellnhausen,-9999
9473454,Köllnholz,-9999
9474119,Dormitz,424.02
9474121,"Ebermannstadt, St",133.89
9474122,Effeltrich,204.78
9474123,"Eggolsheim, M",131.17
9474124,"Egloffstein, M",75.12
9474126,"Forchheim, GKSt",742.96
9474129,"Gößweinstein, M",74.5
9474132,"Gräfenberg, St",109.97
9474133,Hallerndorf,100.73
9474134,Hausen,273.32
9474135,Heroldsbach,323.51
9474137,Hetzles,115.72
9474138,"Hiltpoltstein, M",57.91
9474140,"Igensdorf, M",175.62
9474143,Kirchehrenbach,263.95
9474144,Kleinsendelbach,192.13
9474145,Kunreuth,142.57
9474146,Langensendelbach,317.64
9474147,Leutenbach,84.23
9474154,"Neunkirchen a.Brand, M",305.15
9474156,Obertrubach,102.88
9474158,Pinzberg,146.58
9474160,Poxdorf,303.29
9474161,"Pretzfeld, M",97.44
9474168,Unterleinleiter,98.4
9474171,Weilersbach,229.62
9474173,Weißenohe,249.47
9474175,Wiesenthau,247.43
9474176,"Wiesenttal, M",55.34
9475112,"Bad Steben, M",125.39
9475113,Berg,50.64
9475120,Döhlau,247.02
9475123,Feilitzsch,89.41
9475127,Gattendorf,46.33
9475128,Geroldsgrün,166.62
9475136,"Helmbrechts, St",138.37
9475137,Issigau,52.33
9475141,Köditz,74.35
9475142,Konradsreuth,73.1
9475145,Leupoldsgrün,120.78
9475146,"Lichtenberg, St",101.48
9475154,"Münchberg, St",144.94
9475156,"Naila, St",202
9475158,"Oberkotzau, M",244.68
9475161,Regnitzlosau,55.79
9475162,"Rehau, St",112.6
9475165,"Schauenstein, St",69.73
9475168,"Schwarzenbach a.d.Saale, St",111.02
9475169,"Schwarzenbach a.Wald, St",115.29
9475171,"Selbitz, St",149.23
9475174,"Sparneck, M",91.81
9475175,"Stammbach, M",68.16
9475181,Töpen,47.6
9475182,Trogen,111.77
9475184,Weißdorf,55.27
9475189,"Zell im Fichtelgebirge, M",59.46
9475451,Forst Schwarzenbach a.Wald,-9999
9475452,Gerlaser Forst,-9999
9475453,Geroldsgrüner Forst,-9999
9475454,Martinlamitzer Forst-Nord,-9999
9476145,"Kronach, St",248.07
9476146,"Küps, M",216.03
9476152,"Ludwigsstadt, St",52.23
9476154,"Mitwitz, M",84.27
9476159,"Nordhalben, M",69.59
9476164,"Pressig, M",72.25
9476166,Reichenbach,75.75
9476171,Schneckenlohe,101.83
9476175,Steinbach a.Wald,84.29
9476177,"Steinwiesen, M",59.92
9476178,Stockheim,186.24
9476179,"Tettau, M",79.92
9476180,"Teuschnitz, St",53.93
9476182,Tschirn,25.02
9476183,"Marktrodach, M",106.66
9476184,"Wallenfels, St",53.27
9476185,Weißenbrunn,102.16
9476189,Wilhelmsthal,79
9476451,Birnbaum,-9999
9476453,Langenbacher Forst,-9999
9477117,"Grafengehaig, M",40.7
9477118,Guttenberg,44
9477119,Harsdorf,85.24
9477121,Himmelkron,140.89
9477124,"Kasendorf, M",62.36
9477127,Ködnitz,74.01
9477128,"Kulmbach, GKSt",287
9477129,"Kupferberg, St",126.69
9477135,"Ludwigschorgast, M",160.1
9477136,"Mainleus, M",129.73
9477138,"Marktleugast, M",88.37
9477139,"Marktschorgast, M",85.83
9477142,Neudrossenfeld,75.1
9477143,Neuenmarkt,156.04
9477148,"Presseck, M",30.66
